topic_id,topic_name,created_jkt,updated_jkt,deleted_jkt
xx39303731,KPK,2016-12-17 17:34:53,2020-07-23 14:19:51,
xx54252836,PDIP,2016-12-27 13:22:49,2020-07-23 14:20:01,
xx1147080079,Aktor Korea Selatan,2017-05-24 14:14:58,2020-07-23 14:21:09,
xx1550686660262175624,Galaxy S10,2019-02-21 01:17:40,2020-07-23 14:22:49,
xx1579178024870832661,Keraton Djipang,2020-01-16 19:33:45,2020-07-23 14:23:32,
xx151962389,Tri Rismaharini,2017-01-09 20:26:37,2020-07-23 14:20:10,
xx1582509715231003273,Virus Corona di Korea Selatan,2020-02-24 09:01:55,2020-07-23 14:23:42,
xx107822338,Luna Maya,2017-01-05 14:08:53,2020-07-23 14:20:06,
xx1582261939535119028,Pricilia Carla Yules,2020-02-21 12:12:20,2020-07-23 14:23:41,
xx27431110790314336,PENTAGON,2018-05-04 10:00:16,2020-07-23 14:22:07,
xx27431110790313018,Hallyu,2018-01-31 15:15:54,2020-07-23 14:21:53,
xx1164316790,AJI,2017-08-30 17:03:56,2020-07-23 14:21:28,
xx27431110790312071,Tikus,2017-12-09 10:50:07,2020-07-23 14:21:44,
xx1551770845736509796,Jose Bordalas,2019-03-05 14:27:26,2020-07-23 14:22:50,
xx27431110790315398,Kasus Perumahan,2018-07-25 17:37:05,2020-07-23 14:22:19,
xx27426495,iPhone,2016-11-21 14:34:05,2020-07-23 14:19:50,
xx27431110790312824,Hantu,2018-01-19 16:05:38,2020-07-23 14:21:51,
xx1164316511,Diet Sehat,2017-08-09 12:48:56,2020-07-23 14:21:25,
xx1564451008681844789,Dosen,2019-07-30 08:43:29,2020-07-23 14:23:08,
xx43474072,Australia,2016-12-21 11:24:48,2020-07-23 14:19:54,
xx673968224,Emiten,2017-02-03 13:22:34,2020-07-23 14:20:29,
xx1556589087846215802,Woman,2019-04-30 08:51:28,2020-12-29 16:28:30,
xx113179243,Piala FA,2017-01-06 10:20:11,2020-07-23 14:20:07,
xx1572597790985308678,Home of Premier League,2019-11-01 15:43:11,2020-07-23 14:23:20,
xx91484958,Mahkamah Agung,2017-01-03 11:07:55,2020-07-23 14:20:04,
xx1573645707051848206,Omnibus Law,2019-11-13 18:48:27,2020-07-23 14:23:22,
xx1556077390242051499,Christian Eriksen,2019-04-24 10:43:10,2020-07-23 14:22:56,
xx1571732595026419647,Juliari Batubara,2019-10-22 15:23:15,2020-07-23 14:23:18,
xx46795593,IHSG,2016-12-23 10:01:18,2020-07-23 14:19:57,
xx22661796,Kriminal,2016-11-10 11:33:43,2020-07-23 14:19:50,
xx27431110790312714,Warteg,2018-01-13 14:46:12,2020-07-23 14:21:50,
xx1164317198,Marsha Aruan,2017-09-29 10:04:50,2020-07-23 14:21:33,
xx27434611,Milenial,2016-11-21 14:34:23,2020-07-23 14:19:50,
xx982401757,Khamenei,2017-02-16 11:00:19,2020-07-23 14:20:36,
xx81568133,Nagita Slavina,2017-01-01 12:05:37,2020-07-23 14:20:04,
xx492897229, Satya Nadella,2017-01-26 11:29:52,2020-07-23 14:20:23,
xx1574308663379881393,Firli Bahuri,2019-11-21 10:57:43,2020-07-23 14:23:23,
xx27431110790315159,Rachel Vennya,2018-07-12 12:20:41,2020-07-23 14:22:16,
xx48869341,Impor,2016-12-24 12:11:56,2020-07-23 14:19:59,
xx27431110790316575,Asuransi Jiwasraya,2018-10-15 18:16:03,2020-07-23 14:22:33,
xx27431110790312163,Kelautan,2017-12-13 18:23:29,2020-07-23 14:21:44,
xx1154053729,Jennifer Aniston,2017-06-12 19:23:38,2020-07-23 14:21:14,
xx22553543,News,2016-11-09 18:37:23,2020-07-23 14:19:50,
xx39171987,Tito Karnavian,2016-12-17 12:11:50,2020-07-23 14:19:51,
xx384559264,Lari,2017-01-20 15:31:52,2020-07-23 14:20:19,
xx1150189226,Kompolnas,2017-06-02 12:58:35,2020-07-23 14:21:11,
xx1575862933220114058,Frederika Alexis Cull,2019-12-09 10:42:13,2020-07-23 14:23:26,
xx1578289652316060735,Bursa Transfer Liga 1,2020-01-06 12:47:32,2020-07-23 14:23:29,
xx1151234973,Gunung Marapi,2017-06-05 12:48:37,2020-07-23 14:21:12,
xx27431110790311987,Ray Sahetapy,2017-12-04 11:08:46,2020-07-23 14:21:43,
xx1070018157,Kapal Ilegal,2017-07-28 08:13:31,2020-07-23 14:21:23,
xx43488145,Juventus,2016-12-21 11:36:35,2020-07-23 14:19:54,
xx1036699137,Deddy Corbuzier,2017-04-26 11:42:54,2020-07-23 14:21:01,
xx1164316513,Keguguran,2017-08-09 13:12:06,2020-07-23 14:21:26,
xx1036310181,Bus Primajasa,2017-03-13 19:45:47,2020-07-23 14:20:47,
xx46219821,Yaman,2016-12-22 18:12:52,2020-07-23 14:19:57,
xx1034952471,Pemprov DKI,2017-04-21 14:53:48,2020-07-23 14:20:59,
xx40799617,Islam,2016-12-19 18:59:10,2020-07-23 14:19:53,
xx27431099,Selebriti,2016-11-21 14:34:05,2020-07-23 14:19:50,
xx1578024011629167454,AS Bunuh Jenderal Iran,2020-01-03 11:00:12,2020-07-23 14:23:29,
xx53122146,Unai Emery,2016-12-26 20:52:49,2020-07-23 14:20:01,
xx1578904095169780497,Ciri-ciri Hamil,2020-01-13 15:28:15,2020-07-23 14:23:31,
xx1019329786,Pencabulan,2017-04-05 19:03:45,2020-07-23 14:20:55,
xx1155898808,Yusuf Mansur,2017-06-15 20:30:20,2020-07-23 14:21:15,
xx71822481,Kementan,2016-12-30 16:09:59,2020-07-23 14:20:03,
xx1580980778237759252,Pemburu di Manchester Biru,2020-02-06 16:19:38,2020-07-23 14:23:36,
xx1578644714872261610,MeMiles,2020-01-10 15:25:15,2020-07-23 14:23:30,
xx1570938707482733986,Penyanyi IU,2019-10-13 10:51:47,2020-07-23 14:23:16,
xx89887853,ATM,2017-01-02 20:26:08,2020-07-23 14:20:04,
xx1039408128,Persela Lamongan,2017-05-02 12:36:38,2020-07-23 14:21:03,
xx1576567196645116373,Mikel Arteta,2019-12-17 14:19:57,2020-07-23 14:23:28,
xx1576491343094129730,Nurhadi Tersangka,2019-12-16 17:15:43,2020-07-23 14:23:27,
xx27431110790313217,Unilever,2018-02-13 08:16:45,2020-07-23 14:21:56,
xx39300445,Transjakarta,2016-12-17 17:26:13,2020-07-23 14:19:51,
xx1032120491,Tanjung Priok,2017-04-15 11:48:44,2020-07-23 14:20:58,
xx1014401569,Batman,2017-02-24 13:49:40,2020-07-23 14:20:39,
xx372352332,Pemadam Kebakaran,2017-01-19 23:07:01,2020-07-23 14:20:19,
xx643803276,Asuransi,2017-02-02 12:18:50,2020-07-23 14:20:28,
xx27431110790316245,Aborsi,2018-09-17 12:16:00,2020-07-23 14:22:29,
xx746202264,Ratu Elizabeth II,2017-02-06 11:52:13,2020-07-23 14:20:30,
xx1550636567596134312,Karimun,2019-02-20 11:22:48,2020-07-23 14:22:49,
xx1162843388,Nahdlatul Ulama,2017-07-04 13:19:35,2020-07-23 14:21:18,
xx47730573,Narkoba,2016-12-23 17:43:30,2020-07-23 14:19:59,
xx581458697,Anthony Martial,2017-01-30 15:27:20,2020-07-23 14:20:26,
xx46206161,Papua Nugini,2016-12-22 18:05:11,2020-07-23 14:19:56,
xx1573659028996034884,Ovulasi,2019-11-13 22:30:29,2020-07-23 14:23:22,
xx208947547,Hardware,2017-01-12 13:07:32,2020-07-23 14:20:13,
xx27431110790314554,Parma,2018-05-19 06:25:10,2020-07-23 14:22:09,
xx27433171,Sains,2016-11-21 14:34:23,2020-07-23 14:19:50,
xx27431110790314806,Jakarta Timur,2018-06-08 13:35:07,2020-07-23 14:22:12,
xx490682568,Mahkamah Konstitusi,2017-01-26 09:44:24,2020-07-23 14:20:23,
xx1574307427582300433,Grammy Awards 2020,2019-11-21 10:37:08,2020-07-23 14:23:23,
xx1568776855031689870,Erling Braut Haaland,2019-09-18 10:20:55,2020-07-23 14:23:14,
xx379551497, Mauricio Pochettino,2017-01-20 11:27:07,2020-07-23 14:20:19,
xx46198977,Israel,2016-12-22 17:56:57,2020-07-23 14:19:56,
xx53248165,Paus Fransiskus,2016-12-26 22:35:56,2020-07-23 14:20:01,
xx147922669,Zulkifli Hasan,2017-01-09 15:52:22,2020-07-23 14:20:09,
xx39328953,Hamil,2016-12-17 18:21:02,2020-07-23 14:19:52,
xx1000647592,BNPB,2017-02-21 08:12:59,2020-07-23 14:20:38,
xx1148493837,Salshabilla Adriani,2017-05-28 17:33:27,2020-07-23 14:21:09,
xx1579092344425600516,Purworejo,2020-01-15 19:45:44,2020-07-23 14:23:31,
xx123114777,Perubahan Iklim,2017-01-07 07:23:53,2020-07-23 14:20:07,
xx76212687,Jadwal Siaran Langsung,2016-12-31 09:11:44,2020-07-23 14:20:03,
xx434104427,Jakarta Barat,2017-01-23 16:06:58,2020-07-23 14:20:21,
xx88628410,Puncak,2017-01-02 16:49:59,2020-07-23 14:20:04,
xx93298431,Suhu Ekstrem,2017-01-03 17:36:38,2020-07-23 14:20:05,
xx1570527008867549806,To The Point,2019-10-08 16:30:09,2020-07-23 14:23:16,
xx1071441398,Kontes Kecantikan,2017-07-31 15:42:34,2020-07-23 14:21:23,
xx152140733,Libra,2017-01-09 20:45:01,2020-07-23 14:20:10,
xx27433309,Donald Trump,2016-11-21 14:34:23,2020-07-23 14:19:50,
xx27431110790316576,Jiwasraya,2018-10-15 19:04:31,2020-07-23 14:22:33,
xx46175391,Singapura,2016-12-22 17:48:05,2020-07-23 14:19:55,
xx27431110790312038,Listicle K-Pop,2017-12-07 11:18:33,2020-07-23 14:21:43,
xx1164317558,Piala Liga Inggris,2017-10-25 03:42:00,2020-07-23 14:21:37,
xx1581414960826782659,Wawancara Kerja,2020-02-11 16:56:01,2020-07-23 14:23:38,
xx111016951,Pencurian,2017-01-05 19:13:50,2020-07-23 14:20:06,
xx1005122798,Makanan Sehat,2017-02-22 08:52:43,2020-07-23 14:20:38,
xx1578283046621636788,Gedung di Slipi Ambruk,2020-01-06 10:57:27,2020-07-23 14:23:29,
xx1570595620131616589,Sheffield United,2019-10-09 11:33:40,2020-07-23 14:23:16,
xx22551973,Inspirasi,2016-11-09 18:36:16,2020-07-23 14:19:49,
xx1582805971262485195,Jemaah Umrah,2020-02-27 19:19:31,2020-07-23 14:23:43,
xx98037067,PBSI,2017-01-04 12:50:36,2020-07-23 14:20:05,
xx1571732643283461897,Zainudin Amali,2019-10-22 15:24:03,2020-07-23 14:23:18,
xx1164316434,IDI,2017-08-04 15:42:44,2020-07-23 14:21:25,
xx1579879099649087413,Kejuaraan Bulu Tangkis Asia,2020-01-24 22:18:20,2020-07-23 14:23:34,
xx338261870,Vanessa Angel,2017-01-18 10:41:46,2020-07-23 14:20:18,
xx27431110790313615,Wajib Pajak,2018-03-13 13:09:28,2020-07-23 14:22:00,
xx1017008381,Sepeda,2017-02-26 13:44:59,2020-07-23 14:20:40,
xx1022432192,IPO,2017-03-02 11:25:05,2020-07-23 14:20:42,
xx326476670,Indra Bekti,2017-01-17 16:08:31,2020-07-23 14:20:18,
xx1567658315983812914,Revisi UU KPK,2019-09-05 11:38:36,2020-07-23 14:23:12,
xx46189681,Bulgaria,2016-12-22 17:51:25,2020-07-23 14:19:55,
xx1581060373091810958,Pemulangan WNI Eks ISIS,2020-02-07 14:26:13,2020-07-23 14:23:37,
xx79533821,Anak Artis,2016-12-31 21:59:41,2020-07-23 14:20:04,
xx1062414323,Payudara,2017-07-15 10:04:32,2020-07-23 14:21:21,
xx1580218816696608447,Buku Panduan Ibu,2020-01-28 20:40:17,2020-07-23 14:23:34,
xx1579866848937104933,Crash Landing on You,2020-01-24 18:54:09,2020-07-23 14:23:34,
xx27431110790312918,Galih Ginanjar,2018-01-24 18:12:18,2020-07-23 14:21:52,
xx27431110790317132,Marc Klok,2018-12-06 16:00:06,2020-07-23 14:22:39,
xx39334859,Militer,2016-12-17 18:34:16,2020-07-23 14:19:52,
xx1571195821122407313,Shinta Naomi Eks JKT48,2019-10-16 10:17:01,2020-07-23 14:23:17,
xx1579162632653781662,Honda BeAT,2020-01-16 15:17:13,2020-07-23 14:23:32,
xx1070276154,MERS,2017-07-28 18:15:16,2020-07-23 14:21:23,
xx33023805,Semarang,2016-12-05 11:40:50,2020-07-23 14:19:51,
xx1060869149,SMA,2017-07-13 13:42:04,2020-07-23 14:21:20,
xx46794629,Ria Irawan,2016-12-23 10:00:41,2020-07-23 14:19:57,
xx39326418,Indonesia,2016-12-17 18:18:04,2020-07-23 14:19:52,
xx1551427682402195906,Gen Halilintar,2019-03-01 15:08:02,2020-07-23 14:22:50,
xx1582114157145403990,Kuret,2020-02-19 19:09:17,2020-07-23 14:23:41,
xx1577922048378253956,Momo Twice,2020-01-02 06:40:48,2020-07-23 14:23:29,
xx598466086,Kementerian PUPR,2017-01-31 12:43:16,2020-07-23 14:20:26,
xx1572927915657770046,Premier League,2019-11-05 11:25:16,2020-07-23 14:23:20,
xx47085613,Viral,2016-12-23 13:40:26,2020-07-23 14:19:58,
xx27431110790312749,Pelajar,2018-01-15 14:02:54,2020-07-23 14:21:50,
xx1580786774056808488,Kim Yohan,2020-02-04 10:26:14,2020-07-23 14:23:36,
xx1043183662,Novel Baswedan,2017-03-24 11:42:42,2020-07-23 14:20:52,
xx1582852482095656783,Corona di Iran,2020-02-28 08:14:42,2020-07-23 14:23:43,
xx913951142,Liga Champions,2017-02-13 11:43:47,2020-07-23 14:20:34,
xx519138209,Polres Jakarta Selatan,2017-01-27 14:02:23,2020-07-23 14:20:24,
xx1582002456329925571,Dedy Susanto,2020-02-18 12:07:36,2020-07-23 14:23:40,
xx1037209368,Bayi Prematur,2017-04-27 15:17:35,2020-07-23 14:21:01,
